Record,Date/Time,10,Freq,Rcvr,Alpha,dTdG,K1,K2,K3,K4,Tnd
     1,01/31/2021 00:04:15,11, 22.000,0, 0.990540,  -650096.31,  0.11838377E+02, -0.11051387E+00,  0.45735975E-03, -0.74842385E-06, 170.26
     2,01/31/2021 00:04:15,11, 22.234,0, 0.990860,  -745374.44,  0.10179851E+03, -0.11226556E+01,  0.41349717E-02, -0.50834190E-05, 174.79
     3,01/31/2021 00:04:15,11, 22.500,0, 0.990600,  -833895.03,  0.96340562E+02, -0.10614590E+01,  0.37873326E-02, -0.43885409E-05, 190.61
     4,01/31/2021 00:04:15,11, 23.000,0, 0.991330,  -621762.79, -0.10738568E+03,  0.13356199E+01, -0.52665149E-02,  0.66821030E-05, 164.26
     5,01/31/2021 00:04:15,11, 23.034,0, 0.989980,  -563355.85, -0.94819243E+02,  0.11817776E+01, -0.46872285E-02,  0.59985918E-05, 163.44
     6,01/31/2021 00:04:15,11, 23.500,0, 0.992160,  -678088.89, -0.10039781E+03,  0.10750012E+01, -0.37321602E-02,  0.42036221E-05, 172.82
     7,01/31/2021 00:04:15,11, 23.834,0, 0.994300,  -740432.14, -0.12899751E+02,  0.45093552E-01,  0.19557269E-03, -0.68166150E-06, 174.37
     8,01/31/2021 00:04:15,11, 24.000,0, 0.991770,  -643675.95,  0.28632137E+02, -0.28328895E+00,  0.98252349E-03, -0.11935121E-05, 170.80
     9,01/31/2021 00:04:15,11, 24.500,0, 0.987040,  -597290.77, -0.19274877E+02,  0.25956774E+00, -0.10565601E-02,  0.13472031E-05, 167.65
    10,01/31/2021 00:04:15,11, 25.000,0, 0.987670,  -646601.02,  0.65126169E+02, -0.66407772E+00,  0.24182167E-02, -0.31127006E-05, 163.51
    11,01/31/2021 00:04:15,11, 25.500,0, 0.992660,  -603721.35, -0.15878365E+03,  0.16518840E+01, -0.57127049E-02,  0.65675415E-05, 156.77
    12,01/31/2021 00:04:15,11, 26.000,0, 0.995400,  -544488.58,  0.31054154E+02, -0.32830762E+00,  0.11441748E-02, -0.13149389E-05, 158.88
    13,01/31/2021 00:04:15,11, 26.234,0, 0.993920,  -497841.72, -0.98528266E+01,  0.10994922E+00, -0.34811138E-03,  0.29700766E-06, 154.07
    14,01/31/2021 00:04:15,11, 26.500,0, 0.994500,  -513657.51, -0.71112067E+01,  0.44336401E-01,  0.15894860E-04, -0.29042221E-06, 153.37
    15,01/31/2021 00:04:15,11, 27.000,0, 0.992510,  -449871.22,  0.28964801E+02, -0.32805850E+00,  0.12467493E-02, -0.15859384E-05, 149.64
    16,01/31/2021 00:04:15,11, 27.500,0, 0.994560,  -470551.51, -0.11014883E+03,  0.11743700E+01, -0.42078607E-02,  0.50622253E-05, 148.47
    17,01/31/2021 00:04:15,11, 28.000,0, 0.997520,  -459574.77, -0.25084516E+03,  0.26803324E+01, -0.93982259E-02,  0.10822074E-04, 155.69
    18,01/31/2021 00:04:15,11, 28.500,0, 0.992570,  -466735.86,  0.24351818E+03, -0.25341728E+01,  0.87995065E-02, -0.10195029E-04, 157.58
    19,01/31/2021 00:04:15,11, 29.000,0, 0.987610,  -434749.97, -0.10700639E+03,  0.11862719E+01, -0.43055094E-02,  0.51285777E-05, 154.67
    20,01/31/2021 00:04:15,11, 29.500,0, 0.978680,  -440692.27, -0.19633450E+03,  0.19963669E+01, -0.67576461E-02,  0.76143399E-05, 164.92
    21,01/31/2021 00:04:15,11, 30.000,0, 0.978030,  -465961.49, -0.61950534E+02,  0.65651415E+00, -0.22254514E-02,  0.24077204E-05, 155.20
Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000,DataQuality
    58,01/31/2021 01:10:21,31,283.528, 169.554, 0.992596, 174.116, 0.996387, 189.887, 0.979778, 162.438, 0.821060, 161.440, 0.846408, 172.086, 0.994268, 173.642, 0.999251, 170.304, 0.997087, 167.063, 0.997227, 162.885, 0.999837, 155.806, 0.998162, 157.872, 0.998174, 153.367, 0.995766, 152.788, 0.994898, 149.106, 0.999086, 147.614, 0.997710, 155.205, 0.993077, 156.962, 0.996852, 154.350, 0.994731, 164.633, 0.998857, 154.896, 0.998378,1
    59,01/31/2021 01:12:05,31,283.512, 169.783, 0.994185, 174.005, 0.995738, 189.816, 0.983071, 162.438, 0.828252, 161.507, 0.845006, 172.205, 0.995519, 173.631, 0.998912, 170.379, 0.999500, 167.049, 0.992629, 162.830, 0.999222, 155.876, 0.998918, 158.149, 0.995832, 153.281, 0.998227, 152.860, 0.993474, 148.892, 0.998554, 147.559, 0.997421, 155.200, 0.992932, 156.936, 0.998212, 153.871, 0.993834, 164.273, 0.997781, 154.910, 0.999857,1
    60,01/31/2021 01:13:49,31,283.495, 169.635, 0.990426, 173.712, 0.991992, 189.815, 0.983916, 162.378, 0.821633, 161.586, 0.830856, 172.355, 0.993236, 173.702, 0.997364, 170.217, 0.999421, 167.020, 0.993533, 162.588, 0.998895, 155.913, 0.994221, 158.365, 0.994663, 153.548, 0.996242, 152.749, 0.992617, 148.848, 0.997682, 147.627, 0.997831, 155.004, 0.983498, 157.131, 0.996726, 154.249, 0.992565, 164.709, 0.995830, 154.874, 0.999618,1
    61,01/31/2021 01:15:33,31,283.474, 169.952, 0.986568, 174.190, 0.994732, 189.968, 0.988453, 162.503, 0.806727, 161.687, 0.825412, 172.171, 0.991732, 173.813, 0.997371, 170.087, 0.999198, 167.078, 0.993392, 162.896, 0.997513, 155.943, 0.997028, 158.126, 0.994307, 153.456, 0.998305, 152.905, 0.994489, 149.107, 0.999055, 147.734, 0.999289, 155.326, 0.987035, 157.112, 0.998235, 154.420, 0.989352, 164.770, 0.993328, 155.004, 0.999647,1
    62,01/31/2021 01:17:16,31,283.453, 169.481, 0.989066, 174.022, 0.989836, 189.987, 0.980605, 162.471, 0.811365, 161.906, 0.819222, 172.188, 0.989284, 173.212, 0.997417, 170.367, 0.999388, 166.900, 0.987395, 162.968, 0.998956, 155.987, 0.995693, 158.080, 0.995290, 153.436, 0.998112, 152.838, 0.994206, 148.634, 0.993935, 147.339, 0.997931, 155.080, 0.982898, 156.796, 0.996079, 153.816, 0.992964, 164.379, 0.996903, 154.832, 0.999679,1
    63,01/31/2021 01:19:00,31,283.429, 169.796, 0.991055, 174.033, 0.994851, 190.180, 0.986209, 162.260, 0.839483, 161.608, 0.830538, 172.451, 0.993838, 173.599, 0.998530, 170.013, 0.998494, 167.033, 0.992842, 162.525, 0.998421, 156.094, 0.997711, 157.994, 0.993717, 153.523, 0.996468, 152.656, 0.991420, 148.976, 0.992511, 147.730, 0.997191, 155.296, 0.989423, 156.971, 0.995465, 154.058, 0.993277, 164.548, 0.995177, 155.032, 0.998986,1
    64,01/31/2021 01:20:45,31,283.408, 170.009, 0.985540, 174.410, 0.991947, 190.028, 0.981139, 162.443, 0.813235, 161.145, 0.838482, 172.232, 0.991948, 173.561, 0.998460, 170.078, 0.999450, 166.795, 0.992806, 162.661, 0.997133, 156.027, 0.997744, 157.877, 0.995760, 153.373, 0.997005, 152.776, 0.988532, 149.110, 0.997301, 147.610, 0.999741, 155.069, 0.986942, 156.915, 0.994981, 154.105, 0.995696, 164.303, 0.993587, 154.714, 0.998214,1
    65,01/31/2021 01:22:29,31,283.385, 169.628, 0.994795, 174.156, 0.996153, 189.564, 0.988818, 162.429, 0.819806, 161.884, 0.835015, 172.285, 0.993053, 173.358, 0.999734, 169.958, 0.999364, 166.844, 0.992796, 162.949, 0.999127, 155.870, 0.998200, 158.062, 0.995372, 153.339, 0.998907, 152.766, 0.996736, 148.913, 0.996891, 147.772, 0.999459, 155.173, 0.991210, 156.912, 0.992675, 154.093, 0.991615, 164.554, 0.996204, 154.935, 0.998967,1
    66,01/31/2021 01:24:13,31,283.361, 169.732, 0.993913, 174.477, 0.993215, 189.655, 0.976484, 162.442, 0.840102, 161.301, 0.847171, 172.108, 0.985721, 173.756, 0.998573, 169.964, 0.994501, 166.772, 0.984244, 162.589, 0.997504, 155.549, 0.994974, 158.054, 0.988370, 153.176, 0.995987, 152.526, 0.989926, 148.645, 0.992719, 147.790, 0.997776, 155.127, 0.990091, 156.861, 0.993297, 154.109, 0.990538, 164.498, 0.990696, 154.614, 0.997876,1
    67,01/31/2021 01:25:56,31,283.344, 169.579, 0.986441, 174.107, 0.992532, 190.022, 0.971928, 162.701, 0.827461, 161.992, 0.839388, 172.467, 0.987422, 173.617, 0.998443, 170.178, 0.996928, 166.819, 0.986275, 162.818, 0.996789, 155.525, 0.995651, 158.063, 0.993212, 153.104, 0.994882, 152.835, 0.987036, 149.217, 0.995704, 147.549, 0.998431, 154.918, 0.991667, 157.078, 0.993319, 153.948, 0.989861, 164.254, 0.991006, 154.674, 0.997645,1
    68,01/31/2021 01:27:40,31,283.308, 169.447, 0.990107, 173.680, 0.991763, 189.824, 0.982593, 162.215, 0.818213, 161.398, 0.837865, 172.283, 0.989661, 173.451, 0.998410, 169.917, 0.998851, 166.684, 0.990146, 162.882, 0.998940, 155.598, 0.995922, 158.009, 0.995643, 153.297, 0.998148, 152.705, 0.993371, 148.829, 0.996774, 147.635, 0.999454, 155.015, 0.987245, 156.871, 0.995255, 153.959, 0.992620, 164.245, 0.996717, 154.861, 0.999881,1
    69,01/31/2021 01:29:24,31,283.280, 169.633, 0.986979, 174.108, 0.991342, 189.856, 0.982543, 162.627, 0.811594, 161.750, 0.819113, 172.228, 0.992820, 173.693, 0.997802, 170.056, 0.999914, 166.950, 0.992069, 162.841, 0.996806, 155.996, 0.997827, 157.938, 0.993810, 153.182, 0.996229, 152.812, 0.987734, 148.959, 0.994962, 147.511, 0.995696, 155.037, 0.981816, 156.970, 0.990710, 154.188, 0.985995, 164.652, 0.994141, 154.899, 0.999119,1
    70,01/31/2021 01:31:09,31,283.258, 169.819, 0.991576, 173.862, 0.993882, 189.573, 0.984792, 162.471, 0.822857, 161.618, 0.827889, 171.843, 0.995424, 173.805, 0.999275, 170.148, 0.999556, 166.993, 0.992010, 162.654, 0.998927, 155.830, 0.997817, 158.162, 0.998090, 153.219, 0.998659, 152.700, 0.994172, 148.874, 0.997607, 147.802, 0.997664, 155.166, 0.986468, 157.229, 0.995475, 154.093, 0.988764, 164.624, 0.997927, 154.878, 0.999033,1
    71,01/31/2021 01:32:53,31,283.241, 169.709, 0.995152, 174.152, 0.989920, 189.756, 0.979072, 162.560, 0.806834, 161.739, 0.826102, 172.088, 0.993376, 173.612, 0.994142, 170.060, 0.999955, 167.034, 0.996064, 162.934, 0.998795, 155.617, 0.996278, 158.043, 0.994327, 153.410, 0.998944, 152.871, 0.994569, 149.027, 0.996492, 147.621, 0.997285, 155.035, 0.988434, 157.063, 0.995207, 153.964, 0.987509, 164.289, 0.996208, 154.977, 0.999518,1
    72,01/31/2021 01:34:37,31,283.223, 169.719, 0.990396, 173.953, 0.996660, 189.885, 0.982045, 162.429, 0.819056, 161.314, 0.832883, 172.256, 0.997316, 173.755, 0.997000, 170.485, 0.999656, 166.957, 0.991538, 162.633, 0.995827, 156.057, 0.995839, 158.086, 0.994255, 153.218, 0.998326, 152.777, 0.992543, 149.095, 0.991070, 147.580, 0.999249, 155.112, 0.982257, 156.890, 0.993468, 153.985, 0.981340, 164.434, 0.997519, 155.041, 0.998664,1
    73,01/31/2021 01:36:21,31,283.205, 169.702, 0.982673, 173.959, 0.991615, 189.732, 0.986498, 162.142, 0.812675, 161.518, 0.814475, 172.397, 0.986646, 173.613, 0.997218, 169.893, 0.999361, 166.953, 0.989170, 162.937, 0.994710, 155.624, 0.995807, 157.789, 0.989151, 153.041, 0.997124, 152.376, 0.993471, 148.553, 0.992735, 147.522, 0.997580, 154.937, 0.980759, 157.031, 0.990770, 154.353, 0.984638, 164.629, 0.992455, 154.663, 0.999221,1
    74,01/31/2021 01:38:06,31,283.175, 170.046, 0.988748, 174.288, 0.990749, 189.826, 0.990166, 162.478, 0.819269, 161.842, 0.823444, 172.522, 0.992995, 173.795, 0.997666, 170.276, 0.999450, 167.120, 0.991205, 162.979, 0.997167, 156.083, 0.996910, 158.007, 0.995735, 153.576, 0.998300, 152.798, 0.987793, 149.096, 0.993307, 147.388, 0.998581, 154.930, 0.982939, 156.986, 0.997215, 154.309, 0.986434, 164.685, 0.996261, 154.831, 0.999248,1
    75,01/31/2021 01:39:50,31,283.147, 169.409, 0.990939, 174.073, 0.990882, 189.299, 0.989522, 162.392, 0.819364, 161.585, 0.819327, 171.881, 0.993119, 173.766, 0.995277, 169.682, 0.999006, 166.700, 0.989413, 162.839, 0.995655, 155.820, 0.996764, 158.165, 0.995587, 153.227, 0.997347, 152.699, 0.989760, 148.551, 0.994483, 147.430, 0.993711, 155.050, 0.982333, 157.078, 0.992505, 154.382, 0.982085, 164.495, 0.994013, 154.893, 0.999677,1
    76,01/31/2021 01:41:35,31,283.101, 169.711, 0.987240, 174.105, 0.991479, 189.657, 0.992490, 162.406, 0.813364, 161.286, 0.821624, 172.249, 0.991394, 173.638, 0.997718, 169.974, 0.999809, 166.853, 0.988637, 162.632, 0.994122, 155.842, 0.996667, 157.988, 0.993953, 153.225, 0.996373, 152.591, 0.990927, 148.617, 0.994039, 147.256, 0.996610, 154.773, 0.985428, 156.942, 0.989418, 153.895, 0.992196, 164.070, 0.997419, 154.945, 0.999369,1
    77,01/31/2021 01:43:19,31,283.057, 169.661, 0.989183, 173.925, 0.992867, 189.705, 0.989539, 162.420, 0.819871, 161.591, 0.834548, 172.016, 0.995408, 173.671, 0.998363, 170.302, 0.999562, 166.602, 0.989846, 162.860, 0.998312, 155.831, 0.995639, 158.151, 0.996156, 153.442, 0.999432, 152.632, 0.993444, 149.171, 0.993453, 147.785, 0.999560, 155.086, 0.985937, 157.279, 0.993735, 154.336, 0.985958, 164.395, 0.994640, 154.757, 0.998258,1
    78,01/31/2021 01:45:03,31,283.005, 169.655, 0.982967, 173.981, 0.989211, 189.534, 0.986565, 162.233, 0.826655, 161.384, 0.836945, 171.868, 0.992027, 173.718, 0.994822, 169.990, 0.999839, 167.006, 0.990096, 162.619, 0.996175, 155.520, 0.995970, 157.826, 0.994348, 153.234, 0.995525, 152.620, 0.990298, 148.806, 0.996292, 147.619, 0.998655, 154.772, 0.983885, 157.007, 0.993572, 153.998, 0.984071, 164.519, 0.996319, 154.850, 0.999462,1
    79,01/31/2021 01:46:47,31,282.971, 169.804, 0.991633, 174.163, 0.991359, 190.011, 0.986694, 162.264, 0.822923, 161.360, 0.833145, 172.029, 0.994221, 173.598, 0.998765, 170.376, 0.999038, 166.971, 0.992815, 162.608, 0.998677, 155.812, 0.998242, 158.067, 0.994154, 153.494, 0.996956, 152.648, 0.990480, 149.045, 0.996815, 147.548, 0.998547, 155.302, 0.984575, 157.169, 0.994159, 154.422, 0.983578, 164.668, 0.996963, 155.449, 0.999148,1
    80,01/31/2021 01:48:31,31,282.951, 169.743, 0.987271, 173.973, 0.991496, 189.873, 0.983517, 162.097, 0.821949, 161.414, 0.838658, 172.317, 0.993966, 173.084, 0.999844, 170.266, 0.999662, 167.068, 0.992439, 162.757, 0.998405, 155.598, 0.997506, 157.773, 0.995710, 152.920, 0.999647, 152.520, 0.994061, 148.707, 0.996534, 147.593, 0.997001, 155.162, 0.989312, 156.817, 0.989943, 153.970, 0.992068, 164.398, 0.997050, 155.014, 0.999799,1
    81,01/31/2021 01:50:16,31,282.933, 169.659, 0.987591, 174.140, 0.991134, 189.968, 0.983228, 162.256, 0.813006, 161.704, 0.812352, 172.326, 0.994830, 173.593, 0.997029, 170.067, 0.999026, 167.074, 0.989475, 163.129, 0.998773, 156.023, 0.997377, 158.453, 0.994514, 153.530, 0.998739, 152.809, 0.993174, 149.044, 0.991541, 147.813, 0.996515, 155.220, 0.978177, 156.872, 0.991666, 154.130, 0.986226, 164.697, 0.997219, 155.047, 0.998913,1
    82,01/31/2021 01:51:59,31,282.899, 169.535, 0.985550, 174.215, 0.991815, 189.579, 0.986986, 162.522, 0.803436, 161.620, 0.809903, 172.457, 0.990642, 173.762, 0.996364, 170.123, 0.998114, 166.851, 0.990558, 162.816, 0.997240, 155.784, 0.993438, 158.145, 0.994540, 153.445, 0.997877, 152.746, 0.990466, 149.212, 0.994114, 147.661, 0.998259, 155.301, 0.979368, 157.023, 0.990498, 154.128, 0.985112, 164.671, 0.993726, 155.262, 0.999469,1
    83,01/31/2021 01:53:44,31,282.869, 169.630, 0.987214, 174.109, 0.989223, 189.333, 0.978373, 161.781, 0.833189, 161.304, 0.825719, 171.876, 0.991717, 173.525, 0.997721, 169.886, 0.999559, 166.829, 0.991199, 162.685, 0.996878, 155.625, 0.996778, 158.231, 0.994500, 153.519, 0.999347, 152.796, 0.993400, 148.966, 0.995084, 147.703, 0.998820, 155.090, 0.980927, 157.018, 0.990629, 154.022, 0.982031, 164.227, 0.995928, 155.091, 0.999330,1
    84,01/31/2021 01:55:27,31,282.848, 169.873, 0.984741, 173.993, 0.990929, 190.089, 0.983836, 162.402, 0.822493, 161.430, 0.843746, 172.331, 0.987229, 173.712, 0.995210, 170.329, 0.998995, 166.983, 0.989213, 163.095, 0.998610, 156.140, 0.995420, 157.942, 0.993452, 153.429, 0.998630, 152.841, 0.989458, 148.912, 0.995929, 147.725, 0.998825, 155.133, 0.977844, 156.861, 0.990698, 153.924, 0.991213, 164.456, 0.993198, 154.952, 0.999853,1
    85,01/31/2021 01:57:12,31,282.821, 169.394, 0.988271, 173.687, 0.987842, 189.932, 0.982735, 162.538, 0.828468, 161.528, 0.827522, 172.056, 0.992986, 173.222, 0.997452, 170.096, 0.999244, 166.864, 0.992997, 162.598, 0.995234, 155.747, 0.998089, 158.081, 0.995955, 153.131, 0.998905, 152.816, 0.988723, 149.042, 0.994650, 147.627, 0.998433, 154.849, 0.984867, 156.905, 0.991985, 154.108, 0.988529, 164.596, 0.994484, 154.728, 0.999525,1
    86,01/31/2021 01:58:56,31,282.803, 169.713, 0.990690, 173.901, 0.992471, 189.983, 0.987277, 162.468, 0.811463, 161.320, 0.825838, 172.116, 0.990386, 173.528, 0.996938, 170.014, 0.999387, 166.954, 0.992096, 162.472, 0.995318, 156.101, 0.997736, 158.033, 0.994015, 153.248, 0.999023, 152.659, 0.993547, 148.605, 0.994085, 147.591, 0.999657, 154.961, 0.982587, 156.753, 0.992834, 154.079, 0.986870, 164.553, 0.995401, 154.779, 0.999606,1
    87,01/31/2021 02:00:40,31,282.798, 169.732, 0.988357, 173.950, 0.992499, 189.932, 0.974708, 162.419, 0.807684, 161.648, 0.833770, 172.381, 0.995896, 173.778, 0.998430, 170.468, 0.999590, 166.916, 0.988954, 162.892, 0.995829, 156.056, 0.998132, 158.295, 0.995352, 153.491, 0.998715, 152.640, 0.993889, 149.096, 0.996405, 147.739, 0.998427, 155.113, 0.985655, 157.226, 0.995949, 154.120, 0.988310, 164.337, 0.993839, 155.028, 0.999995,1
    88,01/31/2021 02:02:24,31,282.789, 169.628, 0.985906, 174.105, 0.989443, 189.530, 0.982908, 162.050, 0.817877, 161.156, 0.829191, 172.274, 0.992072, 173.586, 0.997829, 170.241, 0.999210, 166.629, 0.989418, 162.403, 0.998600, 155.505, 0.996531, 157.775, 0.995347, 153.219, 0.998503, 152.420, 0.989889, 148.513, 0.994273, 147.336, 0.997268, 154.926, 0.982381, 156.782, 0.991603, 153.947, 0.986244, 164.463, 0.994357, 154.922, 0.999265,1
    89,01/31/2021 02:05:52,31,282.751, 169.184, 0.987389, 173.387, 0.992544, 189.457, 0.980714, 162.100, 0.812886, 161.304, 0.828773, 172.134, 0.991186, 173.137, 0.997606, 169.695, 0.999575, 166.566, 0.993469, 162.780, 0.998895, 155.701, 0.994797, 157.782, 0.993724, 153.522, 0.997388, 152.622, 0.992590, 149.032, 0.996411, 147.657, 0.999161, 155.058, 0.989069, 157.092, 0.994806, 154.197, 0.985901, 164.390, 0.995532, 154.914, 0.999246,1
    90,01/31/2021 02:07:36,31,282.739, 169.724, 0.987961, 174.306, 0.992796, 189.632, 0.980884, 162.128, 0.818363, 161.143, 0.824883, 172.026, 0.993551, 173.605, 0.997399, 170.044, 0.999743, 166.984, 0.994162, 162.649, 0.997523, 155.872, 0.998709, 158.028, 0.996349, 153.222, 0.998768, 152.397, 0.991168, 148.690, 0.993637, 147.601, 0.997343, 154.881, 0.981480, 157.230, 0.994676, 154.244, 0.987557, 164.293, 0.995212, 154.888, 0.999838,1
    91,01/31/2021 02:09:20,31,282.726, 169.833, 0.989465, 174.081, 0.990510, 189.934, 0.974128, 162.288, 0.816308, 161.510, 0.833532, 172.023, 0.992470, 173.447, 0.994916, 170.199, 0.999720, 166.740, 0.992375, 162.952, 0.999235, 155.877, 0.996267, 157.837, 0.997534, 153.081, 0.998445, 152.645, 0.992461, 148.904, 0.996365, 147.688, 0.998146, 154.987, 0.984748, 157.082, 0.993877, 154.101, 0.984210, 164.363, 0.995729, 154.823, 0.999601,1
    92,01/31/2021 02:11:04,31,282.727, 169.777, 0.989701, 174.039, 0.989949, 189.993, 0.979479, 162.294, 0.816233, 161.754, 0.826860, 172.350, 0.989416, 173.832, 0.998307, 169.916, 0.998985, 166.768, 0.991328, 163.119, 0.998058, 155.972, 0.997825, 158.230, 0.994578, 153.624, 0.997826, 152.952, 0.992465, 149.133, 0.996157, 147.949, 0.997367, 155.261, 0.986816, 157.277, 0.994059, 154.346, 0.987053, 164.904, 0.992186, 155.134, 0.999477,1
    93,01/31/2021 02:12:48,31,282.734, 169.658, 0.988969, 174.082, 0.988784, 189.786, 0.986853, 162.321, 0.824624, 161.884, 0.825359, 172.330, 0.991592, 173.739, 0.997488, 170.248, 0.999232, 167.507, 0.993407, 162.787, 0.996492, 155.880, 0.998492, 157.909, 0.993927, 153.395, 0.997672, 152.820, 0.990883, 149.035, 0.992373, 147.473, 0.998978, 155.167, 0.985247, 156.882, 0.992603, 154.062, 0.985244, 164.410, 0.996137, 154.704, 0.998855,1
    94,01/31/2021 02:14:32,31,282.748, 169.393, 0.990533, 174.216, 0.992164, 189.739, 0.981926, 162.107, 0.815535, 161.508, 0.826008, 172.308, 0.989554, 173.872, 0.998343, 170.193, 0.999543, 167.107, 0.991379, 163.001, 0.998675, 156.118, 0.998498, 158.206, 0.996183, 153.301, 0.997889, 152.744, 0.991638, 148.915, 0.993486, 147.469, 0.998398, 154.823, 0.983807, 156.834, 0.988710, 154.088, 0.985656, 164.536, 0.994150, 154.926, 0.999750,1
    95,01/31/2021 02:16:17,31,282.742, 169.837, 0.986012, 173.758, 0.989483, 189.830, 0.984215, 162.355, 0.815705, 161.642, 0.821471, 172.274, 0.990232, 173.943, 0.998789, 170.273, 0.999421, 166.885, 0.994135, 162.654, 0.998116, 155.932, 0.998507, 158.267, 0.996338, 153.299, 0.996263, 152.566, 0.991570, 148.992, 0.995528, 147.691, 0.997142, 155.049, 0.987485, 157.096, 0.994194, 154.124, 0.991754, 164.765, 0.993218, 154.863, 0.999727,1
    96,01/31/2021 02:18:01,31,282.740, 169.574, 0.989732, 174.054, 0.991212, 189.539, 0.982523, 162.134, 0.822147, 161.306, 0.835145, 172.239, 0.993082, 173.442, 0.999186, 170.272, 0.998773, 166.921, 0.990308, 162.752, 0.999242, 156.147, 0.997210, 157.822, 0.993524, 153.165, 0.996156, 152.449, 0.991732, 148.886, 0.993036, 147.621, 0.998688, 155.095, 0.987085, 157.015, 0.996362, 154.280, 0.991064, 164.616, 0.996584, 154.715, 0.999892,1
    97,01/31/2021 02:19:45,31,282.752, 169.873, 0.988508, 173.987, 0.986759, 190.167, 0.984269, 162.714, 0.808123, 161.991, 0.810623, 172.634, 0.987970, 173.667, 0.997810, 170.466, 0.999442, 167.186, 0.991892, 162.849, 0.997515, 156.124, 0.995421, 158.182, 0.993969, 153.242, 0.996301, 152.737, 0.989936, 149.092, 0.994732, 147.851, 0.998194, 155.082, 0.987975, 157.242, 0.992567, 154.225, 0.985642, 164.631, 0.988862, 155.111, 0.998960,1
    98,01/31/2021 02:21:29,31,282.766, 169.560, 0.990126, 174.131, 0.994716, 190.154, 0.981409, 162.264, 0.806119, 161.189, 0.827750, 172.215, 0.991651, 173.740, 0.996540, 170.272, 0.999909, 167.056, 0.988350, 162.836, 0.996844, 155.534, 0.997685, 157.987, 0.995407, 153.140, 0.997220, 152.534, 0.992396, 149.061, 0.994460, 147.623, 0.997002, 154.844, 0.980704, 156.918, 0.995641, 153.876, 0.989160, 164.717, 0.994428, 155.053, 0.999304,1
    99,01/31/2021 02:23:13,31,282.764, 169.636, 0.990098, 174.016, 0.988352, 189.828, 0.984185, 162.088, 0.823845, 161.388, 0.833919, 171.982, 0.992877, 173.402, 0.997943, 169.902, 0.998682, 166.765, 0.990175, 162.663, 0.998948, 155.964, 0.996250, 158.176, 0.992716, 153.182, 0.998001, 152.744, 0.991506, 149.019, 0.994374, 147.453, 0.999380, 154.930, 0.983384, 156.869, 0.994173, 153.915, 0.988843, 164.249, 0.994492, 154.652, 0.999464,1
   100,01/31/2021 02:24:57,31,282.777, 169.827, 0.986256, 174.190, 0.992496, 190.026, 0.984535, 162.253, 0.830247, 161.748, 0.833949, 172.233, 0.993372, 173.598, 0.998616, 169.967, 0.999660, 166.809, 0.993607, 162.579, 0.998099, 155.874, 0.996680, 158.047, 0.995811, 153.280, 0.998237, 152.725, 0.993954, 149.153, 0.994951, 147.549, 0.998101, 154.838, 0.988924, 157.026, 0.995534, 154.136, 0.993003, 164.484, 0.995560, 154.900, 0.999406,1
   101,01/31/2021 02:26:41,31,282.770, 169.782, 0.985010, 174.378, 0.992163, 190.373, 0.976223, 162.161, 0.823660, 161.717, 0.827807, 172.177, 0.993429, 174.119, 0.997649, 170.388, 0.999698, 166.988, 0.993287, 162.938, 0.994327, 156.070, 0.995855, 158.377, 0.995696, 153.618, 0.997104, 152.775, 0.992754, 149.239, 0.995740, 147.949, 0.997643, 155.405, 0.980662, 156.993, 0.990789, 154.092, 0.988767, 164.505, 0.996148, 155.001, 0.999085,1
   102,01/31/2021 02:28:26,31,282.768, 169.313, 0.988411, 174.009, 0.988847, 189.847, 0.978981, 161.852, 0.826417, 161.106, 0.840024, 172.105, 0.992535, 173.247, 0.998184, 169.928, 0.999299, 166.598, 0.990667, 162.721, 0.997205, 155.479, 0.996922, 158.098, 0.994847, 153.406, 0.997066, 152.260, 0.989531, 149.014, 0.997035, 147.384, 0.999523, 154.961, 0.985629, 156.697, 0.994181, 153.927, 0.987943, 164.060, 0.995589, 154.680, 0.999327,1
